181906,4,63,221.02,2800.1
181907,4,63,223.44,2800.1
181908,4,60,225.88,2800.1
181909,4,63,228.30,2800.1
181910,4,69,230.90,2800.1
181911,4,65,233.44,2800.1
181912,4,63,235.92,2800.1
181913,4,63,238.39,2800.1
181914,4,65,240.96,2800.1
181915,4,70,243.30,2800.1
181916,4,68,245.85,2800.1
181917,4,68,248.47,2800.1
181918,4,65,251.30,2800.1
181919,4,66,253.78,2800.1
181920,4,62,256.25,2800.1
181921,4,60,258.50,2800.1
181922,4,61,260.94,2800.1
181923,4,63,263.46,2800.1
181924,4,74,266.25,2800.1
181925,4,62,268.79,2800.1
181926,4,62,271.42,2800.1
181927,4,60,273.69,2800.1
181928,4,69,276.06,2800.1
181929,4,64,278.48,2800.1
181930,4,69,281.12,2800.1
181931,4,65,283.84,2800.1
181932,4,62,286.32,2800.1
181933,4,63,288.79,2800.1
181934,4,67,291.33,2800.1
181935,4,70,293.68,2800.1
181936,4,68,296.05,2800.1
181937,4,69,298.74,2800.1
181938,4,65,301.46,2800.1
181939,4,60,303.95,2800.1
181940,4,64,306.47,2800.1
181941,4,60,308.74,2800.1
181942,4,63,311.10,2800.1
181943,4,63,313.61,2800.1
181944,4,75,316.33,2800.1
181945,4,64,319.02,2800.1
181946,4,63,321.60,2800.1
181947,4,63,324.18,2800.1
181948,4,69,326.43,2800.1
181949,4,64,329.00,2800.1
181950,4,69,331.60,2800.1
