14481,1,61,352.19,2800.1
14482,1,59,354.62,2800.1
14483,1,61,356.96,2800.1
14484,1,61,359.51,2800.1
14485,1,63,1.85,2800.1
14486,1,62,4.26,2800.1
14487,1,69,6.62,2800.1
14488,1,58,9.05,2800.1
14489,1,62,11.30,2800.1
14490,1,62,13.71,2800.1
14491,1,61,16.14,2800.1
14492,1,63,18.60,2800.1
14493,1,58,21.05,2800.1
14494,1,60,23.33,2800.1
14495,1,68,25.67,2800.1
14496,1,59,28.00,2800.1
14497,1,58,30.36,2800.1
14498,1,68,32.66,2800.1
14499,1,63,35.16,2800.1
14500,1,58,37.61,2800.1
14501,1,73,39.93,2800.1
14502,1,70,42.35,2800.1
14503,1,60,44.75,2800.1
14504,1,61,47.10,2800.1
14505,1,63,49.44,2800.1
14506,1,63,52.01,2800.1
14507,1,59,54.36,2800.1
14508,1,58,56.70,2800.1
14509,1,66,59.07,2800.1
14510,1,62,61.37,2800.1
14511,1,62,63.77,2800.1
14512,1,64,66.17,2800.1
14513,1,59,68.63,2800.1
14514,1,67,71.08,2800.1
14515,1,62,73.40,2800.1
14516,1,66,75.82,2800.1
14517,1,62,78.12,2800.1
14518,1,68,80.52,2800.1
14519,1,73,82.89,2800.1
14520,1,62,85.38,2800.1
14521,1,59,87.83,2800.1
14522,1,61,90.11,2800.1
14523,1,62,92.53,2800.1
14524,1,66,94.75,2800.1
14525,1,58,97.03,2800.1
14526,1,62,99.32,2800.1
14527,1,59,101.72,2800.1
14528,1,68,104.19,2800.1
14529,1,61,106.54,2800.1
14530,1,59,109.00,2800.1
14531,1,61,111.36,2800.1
14532,1,61,113.73,2800.1
14533,1,69,116.12,2800.1
14534,1,63,118.56,2800.1
14535,1,59,121.13,2800.1
14536,1,67,123.48,2800.1
14537,1,58,125.88,2800.1
14538,1,61,128.11,2800.1
14539,1,61,130.48,2800.1
14540,1,77,132.87,2800.1
14541,1,63,135.44,2800.1
14542,1,59,138.03,2800.1
14543,1,67,140.40,2800.1
14544,1,63,142.78,2800.1
14545,1,61,145.10,2800.1
14546,1,61,147.47,2800.1
14547,1,62,149.84,2800.1
