7597,0,227,285.86,2800.1
7598,0,223,291.46,2800.1
7599,0,227,296.88,2800.1
7600,0,224,302.41,2800.1
7601,0,231,307.89,2800.1
7602,0,230,313.52,2800.1
7603,0,237,318.88,2800.1
7604,0,225,324.54,2800.1
7605,0,227,330.05,2800.1
7606,0,235,335.54,2800.1
7607,0,227,341.00,2800.1
7608,0,222,346.56,2800.1
7609,0,237,351.80,2800.1
7610,0,222,357.58,2800.1
7611,0,238,2.82,2800.1
7612,0,238,8.28,2800.1
7613,0,226,13.69,2800.1
7614,0,221,19.32,2800.1
7615,0,228,24.36,2800.1
7616,0,221,30.04,2800.1
7617,0,229,35.18,2800.1
7618,0,222,40.54,2800.1
7619,0,234,45.88,2800.1
7620,0,235,51.19,2800.1
7621,0,224,56.43,2800.1
7622,0,223,61.99,2800.1
7623,0,237,67.22,2800.1
7624,0,219,72.65,2800.1
7625,0,233,77.87,2800.1
7626,0,226,83.46,2800.1
7627,0,236,88.69,2800.1
7628,0,225,94.28,2800.1
7629,0,227,99.54,2800.1
7630,0,222,105.02,2800.1
7631,0,228,110.31,2800.1
7632,0,227,115.96,2800.1
7633,0,229,121.35,2800.1
7634,0,239,126.94,2800.1
7635,0,226,132.49,2800.1
7636,0,221,138.05,2800.1
7637,0,237,143.26,2800.1
7638,0,225,148.88,2800.1
7639,0,227,154.43,2800.1
7640,0,235,159.89,2800.1
7641,0,228,165.35,2800.1
7642,0,224,171.26,2800.1
7643,0,236,176.35,2800.1
7644,0,224,182.10,2800.1
7645,0,226,187.42,2800.1
7646,0,236,192.97,2800.1
