24935,3,88,57,199,253.90,2800.1
24936,3,81,50,170,259.61,2800.1
24937,3,81,49,172,264.75,2800.1
24938,3,83,52,177,269.98,2800.1
24939,3,81,50,170,275.34,2800.1
24940,3,85,50,171,280.26,2800.1
24941,3,83,52,176,285.65,2800.1
24942,3,81,50,169,290.84,2800.1
24943,3,81,49,173,295.98,2800.1
24944,3,83,52,176,301.43,2800.1
24945,3,81,50,173,306.72,2800.1
24946,3,96,48,179,311.71,2800.1
24947,3,83,52,176,316.98,2800.1
24948,3,86,51,174,322.27,2800.1
24949,3,81,49,167,327.48,2800.1
24950,3,81,49,167,332.61,2800.1
24951,3,83,53,182,337.71,2800.1
24952,3,80,50,169,343.11,2800.1
24953,3,84,49,171,348.21,2800.1
24954,3,166,54,261,353.40,2800.1
24955,3,148,51,238,1.05,2800.1
24956,3,168,53,268,7.72,2800.1
24957,3,82,47,171,15.23,2800.1
24958,3,82,49,176,19.92,2800.1
24959,3,84,49,175,24.85,2800.1
24960,3,89,47,178,29.69,2800.1
24961,3,80,47,164,34.67,2800.1
24962,3,81,48,168,39.37,2800.1
24963,3,83,48,171,44.09,2800.1
24964,3,81,47,164,49.05,2800.1
24965,3,80,48,165,53.77,2800.1
24966,3,83,48,171,58.62,2800.1
24967,3,86,46,168,63.66,2800.1
24968,3,81,47,172,68.18,2800.1
24969,3,81,48,167,73.19,2800.1
24970,3,83,48,170,77.89,2800.1
24971,3,81,47,164,82.83,2800.1
24972,3,81,48,166,87.57,2800.1
24973,3,83,48,171,92.44,2800.1
24974,3,85,47,169,97.50,2800.1
24975,3,85,46,164,102.27,2800.1
