11587,0,146,49,244,5.14,2800.1
11588,0,139,50,228,11.24,2800.1
11589,0,137,52,233,17.60,2800.1
11590,0,139,50,227,23.72,2800.1
11591,0,138,50,227,30.10,2800.1
11592,0,141,51,235,36.17,2800.1
11593,0,140,49,231,42.45,2800.1
11594,0,140,50,233,48.47,2800.1
11595,0,159,51,248,54.80,2800.1
11596,0,141,48,228,61.07,2800.1
11597,0,139,52,233,67.35,2800.1
11598,0,140,49,233,73.60,2800.1
11599,0,138,52,229,79.55,2800.1
11600,0,142,50,235,85.80,2800.1
11601,0,140,49,232,92.01,2800.1
11602,0,140,50,229,98.11,2800.1
11603,0,140,52,234,104.44,2800.1
11604,0,141,49,227,110.56,2800.1
11605,0,140,52,234,116.84,2800.1
11606,0,150,54,250,122.97,2800.1
11607,0,138,51,230,129.71,2800.1
11608,0,142,54,238,135.88,2800.1
11609,0,137,52,237,142.71,2800.1
11610,0,146,52,238,149.15,2800.1
11611,0,159,53,252,155.57,2800.1
11612,0,141,52,232,162.15,2800.1
11613,0,139,53,236,168.75,2800.1
11614,0,141,52,233,175.49,2800.1
11615,0,139,51,231,181.76,2800.1
11616,0,142,54,239,188.16,2800.1
11617,0,136,52,239,194.78,2800.1
11618,0,141,53,236,201.43,2800.1
11619,0,136,53,233,207.80,2800.1
11620,0,143,50,234,214.42,2800.1
